,record_type,school_name,district_name,county_name,grade_11_enroll,grade_11_takers,grade_11_erw_bm_num,grade_11_erw_bm_pct,grade_11_maths_bm_num,grade_11_maths_bm_pct,grade_11_total_bm_num,grade_11_total_bm_pct,grade_12_enroll,grade_12_takers,grade_12_erw_bm_num,grade_12_erw_bm_pct,grade_12_maths_bm_num,grade_12_maths_bm_pct,grade_12_total_bm_num,grade_12_total_bm_pct
689,S,Oakland Technical High,Oakland Unified,Alameda,502.0,249.0,219.0,87.95,197.0,79.12,187.0,75.1,492.0,186.0,156.0,83.87,116.0,62.37,114.0,61.29
690,S,School of Business and Tourism at Contreras Learning Complex,Los Angeles Unified,Los Angeles,104.0,114.0,39.0,34.21,16.0,14.04,11.0,9.65,104.0,86.0,37.0,43.02,17.0,19.77,16.0,18.6
692,S,La Sierra High,Alvord Unified,Riverside,401.0,339.0,159.0,46.9,90.0,26.55,78.0,23.01,418.0,99.0,66.0,66.67,43.0,43.43,40.0,40.4
693,S,The MET,Sacramento City Unified,Sacramento,72.0,58.0,38.0,65.52,21.0,36.21,20.0,34.48,60.0,15.0,7.0,46.67,3.0,20.0,3.0,20.0
695,S,Wilmer Amina Carter High,Rialto Unified,San Bernardino,566.0,518.0,252.0,48.65,132.0,25.48,121.0,23.36,583.0,173.0,96.0,55.49,52.0,30.06,44.0,25.43
696,S,Eisenhower Senior High,Rialto Unified,San Bernardino,558.0,476.0,172.0,36.13,90.0,18.91,76.0,15.97,524.0,124.0,57.0,45.97,39.0,31.45,35.0,28.23
697,S,San Diego International Studies,San Diego Unified,San Diego,279.0,153.0,139.0,90.85,107.0,69.93,107.0,69.93,286.0,116.0,79.0,68.1,44.0,37.93,43.0,37.07
698,S,Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Barbara,217.0,84.0,73.0,86.9,64.0,76.19,63.0,75.0,220.0,69.0,63.0,91.3,49.0,71.01,48.0,69.57
699,S,Come Back Butte Charter,Butte County Office of Education,Butte,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,S,Lifeline Education Charter,Compton Unified,Los Angeles,69.0,56.0,24.0,42.86,10.0,17.86,9.0,16.07,59.0,21.0,4.0,19.05,1.0,4.76,1.0,4.76
702,S,Quartz Hill High,Antelope Valley Union High,Los Angeles,724.0,573.0,408.0,71.2,219.0,38.22,211.0,36.82,750.0,188.0,168.0,89.36,115.0,61.17,113.0,60.11
703,S,CHAMPS - Charter HS of Arts-Multimedia & Performing,Los Angeles Unified,Los Angeles,193.0,69.0,56.0,81.16,33.0,47.83,32.0,46.38,182.0,84.0,58.0,69.05,31.0,36.9,29.0,34.52
704,S,Santee Education Complex,Los Angeles Unified,Los Angeles,455.0,371.0,120.0,32.35,51.0,13.75,44.0,11.86,384.0,334.0,94.0,28.14,31.0,9.28,28.0,8.38
706,S,Aragon High,San Mateo Union High,San Mateo,420.0,216.0,204.0,94.44,175.0,81.02,171.0,79.17,385.0,172.0,157.0,91.28,137.0,79.65,135.0,78.49
708,S,Felicitas and Gonzalo Mendez High,Los Angeles Unified,Los Angeles,201.0,204.0,81.0,39.71,41.0,20.1,33.0,16.18,247.0,139.0,57.0,41.01,27.0,19.42,21.0,15.11
709,S,New Designs Charter School-Watts,Los Angeles Unified,Los Angeles,49.0,19.0,5.0,26.32,1.0,5.26,1.0,5.26,47.0,25.0,4.0,16.0,1.0,4.0,1.0,4.0
710,S,Ambassador-Global Leadership,Los Angeles Unified,Los Angeles,74.0,66.0,22.0,33.33,10.0,15.15,4.0,6.06,68.0,45.0,23.0,51.11,10.0,22.22,10.0,22.22
713,S,Santa Barbara Senior High,Santa Barbara Unified,Santa Barbara,524.0,239.0,208.0,87.03,184.0,76.99,179.0,74.9,519.0,157.0,140.0,89.17,108.0,68.79,105.0,66.88
714,S,Foothill High,Shasta Union High,Shasta,330.0,73.0,68.0,93.15,64.0,87.67,61.0,83.56,317.0,61.0,53.0,86.89,39.0,63.93,38.0,62.3
716,S,Riverdale High,Riverdale Joint Unified,Fresno,128.0,46.0,34.0,73.91,20.0,43.48,19.0,41.3,124.0,41.0,19.0,46.34,10.0,24.39,9.0,21.95
720,S,Provisional Accelerated Learning Academy,San Bernardino City Unified,San Bernardino,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,S,e3 Civic High,San Diego Unified,San Diego,101.0,91.0,38.0,41.76,20.0,21.98,17.0,18.68,81.0,32.0,21.0,65.63,12.0,37.5,12.0,37.5
723,S,Downtown College Prep - Alum Rock,Santa Clara County Office of Education,Santa Clara,80.0,56.0,30.0,53.57,14.0,25.0,13.0,23.21,61.0,19.0,9.0,47.37,4.0,21.05,4.0,21.05
724,S,Williams Junior/Senior High,Williams Unified,Colusa,89.0,32.0,19.0,59.38,12.0,37.5,10.0,31.25,78.0,29.0,11.0,37.93,1.0,3.45,0.0,0.0
725,S,Summit Public School K2,Contra Costa County Office of Education,Contra Costa,87.0,81.0,60.0,74.07,40.0,49.38,37.0,45.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,S,Calabasas High,Las Virgenes Unified,Los Angeles,481.0,183.0,179.0,97.81,160.0,87.43,157.0,85.79,524.0,203.0,185.0,91.13,143.0,70.44,139.0,68.47
728,S,Los Angeles Center for Enriched Studies,Los Angeles Unified,Los Angeles,225.0,210.0,193.0,91.9,164.0,78.1,163.0,77.62,210.0,118.0,99.0,83.9,85.0,72.03,82.0,69.49
729,S,Downtown Business High,Los Angeles Unified,Los Angeles,223.0,231.0,171.0,74.03,132.0,57.14,124.0,53.68,203.0,154.0,118.0,76.62,84.0,54.55,82.0,53.25
730,S,Benjamin Franklin Senior High,Los Angeles Unified,Los Angeles,306.0,297.0,147.0,49.49,97.0,32.66,86.0,28.96,277.0,158.0,71.0,44.94,58.0,36.71,46.0,29.11
732,S,Alta Loma High,Chaffey Joint Union High,San Bernardino,651.0,246.0,205.0,83.33,154.0,62.6,150.0,60.98,634.0,231.0,164.0,71.0,107.0,46.32,101.0,43.72
733,S,Guajome Park Academy Charter,Vista Unified,San Diego,126.0,30.0,25.0,83.33,21.0,70.0,21.0,70.0,103.0,41.0,32.0,78.05,28.0,68.29,27.0,65.85
735,S,Communication and Technology at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles,102.0,105.0,21.0,20.0,9.0,8.57,6.0,5.71,103.0,43.0,10.0,23.26,6.0,13.95,5.0,11.63
736,S,Alliance Margaret M. Bloomfield Technology Academy High,Los Angeles Unified,Los Angeles,111.0,98.0,42.0,42.86,20.0,20.41,17.0,17.35,114.0,108.0,43.0,39.81,11.0,10.19,11.0,10.19
737,S,Hemet High,Hemet Unified,Riverside,600.0,53.0,44.0,83.02,34.0,64.15,33.0,62.26,573.0,405.0,204.0,50.37,103.0,25.43,98.0,24.2
738,S,Aspire Alexander Twilight Secondary Academy,San Juan Unified,Sacramento,38.0,19.0,10.0,52.63,2.0,10.53,2.0,10.53,36.0,26.0,12.0,46.15,4.0,15.38,4.0,15.38
739,S,"Humphreys College Academy of Business, Law and Education",New Jerusalem Elementary,San Joaquin,76.0,70.0,24.0,34.29,10.0,14.29,10.0,14.29,55.0,50.0,23.0,46.0,12.0,24.0,11.0,22.0
740,S,Dixon High,Dixon Unified,Solano,272.0,81.0,68.0,83.95,60.0,74.07,57.0,70.37,246.0,94.0,73.0,77.66,62.0,65.96,59.0,62.77
741,S,Leroy Greene Academy,Natomas Unified,Sacramento,82.0,78.0,43.0,55.13,14.0,17.95,14.0,17.95,67.0,37.0,16.0,43.24,4.0,10.81,4.0,10.81
745,S,Lindsay Senior High,Lindsay Unified,Tulare,255.0,96.0,60.0,62.5,22.0,22.92,21.0,21.88,250.0,100.0,55.0,55.0,15.0,15.0,12.0,12.0
746,S,Paradise Senior High,Paradise Unified,Butte,196.0,29.0,27.0,93.1,24.0,82.76,22.0,75.86,231.0,52.0,48.0,92.31,39.0,75.0,38.0,73.08
747,S,Matrix for Success Academy,Los Angeles Unified,Los Angeles,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,S,Everett Alvarez High,Salinas Union High,Monterey,677.0,163.0,110.0,67.48,59.0,36.2,55.0,33.74,607.0,161.0,102.0,63.35,51.0,31.68,48.0,29.81
749,S,Armijo High,Fairfield-Suisun Unified,Solano,479.0,89.0,79.0,88.76,61.0,68.54,58.0,65.17,500.0,127.0,104.0,81.89,79.0,62.2,75.0,59.06
750,S,Burroughs High,Sierra Sands Unified,Kern,355.0,98.0,93.0,94.9,80.0,81.63,80.0,81.63,331.0,86.0,76.0,88.37,63.0,73.26,62.0,72.09
752,S,Phineas Banning Senior High,Los Angeles Unified,Los Angeles,588.0,514.0,176.0,34.24,73.0,14.2,69.0,13.42,545.0,176.0,96.0,54.55,41.0,23.3,39.0,22.16
755,S,Nogales High,Rowland Unified,Los Angeles,472.0,128.0,83.0,64.84,59.0,46.09,52.0,40.63,433.0,183.0,107.0,58.47,52.0,28.42,48.0,26.23
756,S,Central Valley High,Ceres Unified,Stanislaus,512.0,219.0,139.0,63.47,67.0,30.59,63.0,28.77,439.0,190.0,109.0,57.37,44.0,23.16,38.0,20.0
757,S,Santa Susana High,Simi Valley Unified,Ventura,281.0,97.0,96.0,98.97,90.0,92.78,90.0,92.78,252.0,67.0,65.0,97.01,54.0,80.6,54.0,80.6
758,S,Royal High,Simi Valley Unified,Ventura,505.0,128.0,120.0,93.75,102.0,79.69,100.0,78.13,456.0,133.0,119.0,89.47,87.0,65.41,81.0,60.9
759,S,Del Lago Academy - Campus of Applied Science,Escondido Union High,San Diego,200.0,96.0,76.0,79.17,52.0,54.17,51.0,53.13,178.0,97.0,80.0,82.47,47.0,48.45,47.0,48.45
760,S,Valley Center High,Valley Center-Pauma Unified,San Diego,256.0,66.0,58.0,87.88,45.0,68.18,44.0,66.67,267.0,109.0,77.0,70.64,43.0,39.45,41.0,37.61
761,S,Hart-Ransom Academic Charter,Hart-Ransom Union Elementary,Stanislaus,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,S,Grace M. Davis High,Modesto City High,Stanislaus,460.0,58.0,51.0,87.93,29.0,50.0,29.0,50.0,452.0,111.0,63.0,56.76,34.0,30.63,30.0,27.03
765,S,Wheatland Union High,Wheatland Union High,Yuba,214.0,63.0,50.0,79.37,36.0,57.14,36.0,57.14,166.0,52.0,43.0,82.69,27.0,51.92,26.0,50.0
766,S,Alternative Family Education,Santa Cruz City High,Santa Cruz,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,S,Capistrano Valley High,Capistrano Unified,Orange,533.0,182.0,168.0,92.31,141.0,77.47,139.0,76.37,521.0,153.0,142.0,92.81,120.0,78.43,117.0,76.47
771,S,San Clemente High,Capistrano Unified,Orange,706.0,283.0,262.0,92.58,226.0,79.86,224.0,79.15,808.0,234.0,216.0,92.31,190.0,81.2,187.0,79.91
773,S,Fremont High,Oakland Unified,Alameda,188.0,23.0,10.0,43.48,4.0,17.39,3.0,13.04,154.0,43.0,13.0,30.23,3.0,6.98,2.0,4.65
774,S,East Bay Innovation Academy,Oakland Unified,Alameda,44.0,37.0,28.0,75.68,16.0,43.24,16.0,43.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,S,Redwood High,Tamalpais Union High,Marin,441.0,193.0,190.0,98.45,183.0,94.82,181.0,93.78,447.0,176.0,171.0,97.16,158.0,89.77,158.0,89.77
776,S,Riverside County Education Academy,Riverside County Office of Education,Riverside,52.0,44.0,11.0,25.0,3.0,6.82,3.0,6.82,67.0,50.0,2.0,4.0,1.0,2.0,1.0,2.0
777,S,Pivot Charter School Riverside,Riverside County Office of Education,Riverside,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,S,JCS - Pine Hills,Riverside County Office of Education,Riverside,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,S,Orangewood High (Continuation),Redlands Unified,San Bernardino,67.0,39.0,10.0,25.64,2.0,5.13,1.0,2.56,139.0,44.0,14.0,31.82,2.0,4.55,2.0,4.55
780,S,Redlands Senior High,Redlands Unified,San Bernardino,542.0,449.0,330.0,73.5,262.0,58.35,247.0,55.01,569.0,360.0,269.0,74.72,218.0,60.56,198.0,55.0
781,S,McClymonds High,Oakland Unified,Alameda,102.0,46.0,11.0,23.91,3.0,6.52,3.0,6.52,77.0,45.0,13.0,28.89,5.0,11.11,5.0,11.11
782,S,American Indian Public High,Oakland Unified,Alameda,68.0,70.0,51.0,72.86,49.0,70.0,43.0,61.43,62.0,63.0,44.0,69.84,41.0,65.08,34.0,53.97
783,S,Coliseum College Prep Academy,Oakland Unified,Alameda,67.0,52.0,20.0,38.46,11.0,21.15,9.0,17.31,63.0,22.0,8.0,36.36,2.0,9.09,2.0,9.09
784,S,Southwest High,Central Union High,Imperial,515.0,114.0,80.0,70.18,62.0,54.39,56.0,49.12,513.0,183.0,126.0,68.85,76.0,41.53,72.0,39.34
785,S,Bonita High,Bonita Unified,Los Angeles,486.0,377.0,326.0,86.47,256.0,67.9,249.0,66.05,471.0,182.0,151.0,82.97,108.0,59.34,104.0,57.14
786,S,Malibu High,Santa Monica-Malibu Unified,Los Angeles,152.0,81.0,78.0,96.3,72.0,88.89,71.0,87.65,157.0,72.0,65.0,90.28,56.0,77.78,55.0,76.39
787,S,Cordova High,Folsom-Cordova Unified,Sacramento,417.0,50.0,44.0,88.0,36.0,72.0,34.0,68.0,386.0,89.0,65.0,73.03,43.0,48.31,38.0,42.7
788,S,Madison Park Academy 6-12,Oakland Unified,Alameda,114.0,46.0,17.0,36.96,9.0,19.57,5.0,10.87,93.0,28.0,11.0,39.29,4.0,14.29,4.0,14.29
789,S,"Math, Science, & Technology Magnet Academy at Roosevelt High",Los Angeles Unified,Los Angeles,151.0,131.0,80.0,61.07,48.0,36.64,43.0,32.82,104.0,60.0,39.0,65.0,20.0,33.33,19.0,31.67
790,S,Pacheco High,Los Banos Unified,Merced,445.0,37.0,33.0,89.19,25.0,67.57,25.0,67.57,418.0,120.0,72.0,60.0,31.0,25.83,29.0,24.17
792,S,San Bernardino High,San Bernardino City Unified,San Bernardino,375.0,268.0,103.0,38.43,40.0,14.93,30.0,11.19,321.0,94.0,53.0,56.38,24.0,25.53,19.0,20.21
795,S,Bella Vista High,San Juan Unified,Sacramento,437.0,155.0,145.0,93.55,134.0,86.45,133.0,85.81,458.0,145.0,130.0,89.66,106.0,73.1,102.0,70.34
796,S,Scripps Ranch High,San Diego Unified,San Diego,518.0,329.0,320.0,97.26,311.0,94.53,307.0,93.31,542.0,255.0,239.0,93.73,216.0,84.71,211.0,82.75
797,S,High Tech High,San Diego Unified,San Diego,126.0,65.0,51.0,78.46,34.0,52.31,32.0,49.23,126.0,92.0,64.0,69.57,30.0,32.61,28.0,30.43
798,S,Morse High,San Diego Unified,San Diego,422.0,107.0,80.0,74.77,59.0,55.14,52.0,48.6,374.0,119.0,90.0,75.63,67.0,56.3,61.0,51.26
800,S,Manteca High,Manteca Unified,San Joaquin,430.0,72.0,66.0,91.67,49.0,68.06,48.0,66.67,372.0,75.0,43.0,57.33,25.0,33.33,25.0,33.33
801,S,Tehachapi High,Tehachapi Unified,Kern,300.0,49.0,47.0,95.92,44.0,89.8,43.0,87.76,280.0,62.0,51.0,82.26,33.0,53.23,33.0,53.23
803,S,Alisal High,Salinas Union High,Monterey,704.0,142.0,96.0,67.61,63.0,44.37,56.0,39.44,651.0,232.0,121.0,52.16,77.0,33.19,67.0,28.88
804,S,Perris High,Perris Union High,Riverside,548.0,159.0,93.0,58.49,40.0,25.16,36.0,22.64,512.0,145.0,71.0,48.97,31.0,21.38,28.0,19.31
805,S,John W. North High,Riverside Unified,Riverside,538.0,208.0,140.0,67.31,104.0,50.0,95.0,45.67,501.0,213.0,128.0,60.09,82.0,38.5,74.0,34.74
806,S,Merrill F. West High,Tracy Joint Unified,San Joaquin,529.0,96.0,78.0,81.25,58.0,60.42,56.0,58.33,481.0,142.0,109.0,76.76,67.0,47.18,65.0,45.77
807,S,West Park Charter Academy,West Park Elementary,Fresno,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,S,Avalon K-12,Long Beach Unified,Los Angeles,37.0,28.0,18.0,64.29,10.0,35.71,10.0,35.71,43.0,20.0,11.0,55.0,6.0,30.0,5.0,25.0
809,S,James Monroe High,Los Angeles Unified,Los Angeles,416.0,361.0,113.0,31.3,40.0,11.08,36.0,9.97,510.0,183.0,80.0,43.72,39.0,21.31,33.0,18.03
810,S,San Fernando Senior High,Los Angeles Unified,Los Angeles,435.0,423.0,162.0,38.3,85.0,20.09,76.0,17.97,458.0,192.0,98.0,51.04,56.0,29.17,48.0,25.0
811,S,Van Nuys Senior High,Los Angeles Unified,Los Angeles,606.0,531.0,338.0,63.65,230.0,43.31,223.0,42.0,535.0,240.0,204.0,85.0,150.0,62.5,148.0,61.67
812,S,Palisades Charter High,Los Angeles Unified,Los Angeles,749.0,323.0,305.0,94.43,264.0,81.73,260.0,80.5,714.0,299.0,259.0,86.62,210.0,70.23,205.0,68.56
814,S,Murrieta Valley High,Murrieta Valley Unified,Riverside,551.0,242.0,210.0,86.78,170.0,70.25,164.0,67.77,572.0,221.0,192.0,86.88,124.0,56.11,119.0,53.85
815,S,Cesar E. Chavez High,Delano Joint Union High,Kern,356.0,99.0,74.0,74.75,58.0,58.59,53.0,53.54,316.0,128.0,75.0,58.59,56.0,43.75,52.0,40.63
816,S,"Hilda L. Solis Learning Academy School of Technology, Business and Education",Los Angeles Unified,Los Angeles,44.0,37.0,7.0,18.92,5.0,13.51,3.0,8.11,67.0,41.0,10.0,24.39,6.0,14.63,4.0,9.76
819,S,John Henry High,West Contra Costa Unified,Contra Costa,75.0,54.0,28.0,51.85,17.0,31.48,15.0,27.78,78.0,44.0,22.0,50.0,13.0,29.55,11.0,25.0
821,S,Arcadia High,Arcadia Unified,Los Angeles,788.0,426.0,413.0,96.95,409.0,96.01,400.0,93.9,829.0,369.0,343.0,92.95,326.0,88.35,312.0,84.55
822,S,Rocklin High,Rocklin Unified,Placer,549.0,242.0,231.0,95.45,217.0,89.67,215.0,88.84,499.0,193.0,173.0,89.64,157.0,81.35,152.0,78.76
825,S,Five Keys Independence HS (SF Sheriff's),San Francisco Unified,San Francisco,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,S,Leadership High,San Francisco Unified,San Francisco,77.0,16.0,7.0,43.75,3.0,18.75,3.0,18.75,75.0,42.0,12.0,28.57,3.0,7.14,2.0,4.76
827,S,Hillsdale High,San Mateo Union High,San Mateo,374.0,149.0,140.0,93.96,132.0,88.59,128.0,85.91,356.0,151.0,125.0,82.78,114.0,75.5,109.0,72.19
828,S,Las Lomas High,Acalanes Union High,Contra Costa,397.0,186.0,178.0,95.7,171.0,91.94,171.0,91.94,367.0,149.0,135.0,90.6,114.0,76.51,114.0,76.51
835,S,Arnold O. Beckman High,Tustin Unified,Orange,689.0,364.0,341.0,93.68,322.0,88.46,318.0,87.36,760.0,258.0,239.0,92.64,212.0,82.17,207.0,80.23
836,S,Los Altos High,Mountain View-Los Altos Union High,Santa Clara,551.0,358.0,336.0,93.85,315.0,87.99,310.0,86.59,525.0,185.0,164.0,88.65,139.0,75.14,137.0,74.05
837,S,Concord High,Mt. Diablo Unified,Contra Costa,333.0,79.0,64.0,81.01,51.0,64.56,48.0,60.76,369.0,115.0,91.0,79.13,68.0,59.13,65.0,56.52
839,S,Unity Middle College High,Orange County Department of Education,Orange,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,S,Temecula Valley High,Temecula Valley Unified,Riverside,717.0,340.0,299.0,87.94,232.0,68.24,226.0,66.47,642.0,310.0,251.0,80.97,147.0,47.42,142.0,45.81
841,S,Montclair High,Chaffey Joint Union High,San Bernardino,681.0,250.0,176.0,70.4,130.0,52.0,114.0,45.6,705.0,270.0,160.0,59.26,105.0,38.89,97.0,35.93
842,S,Abraham Lincoln High,San Jose Unified,Santa Clara,453.0,423.0,270.0,63.83,182.0,43.03,173.0,40.9,463.0,160.0,128.0,80.0,83.0,51.88,80.0,50.0
843,S,Technology High,Cotati-Rohnert Park Unified,Sonoma,82.0,45.0,44.0,97.78,41.0,91.11,41.0,91.11,76.0,27.0,26.0,96.3,20.0,74.07,19.0,70.37
844,S,Nordhoff High,Ojai Unified,Ventura,176.0,50.0,50.0,100.0,42.0,84.0,42.0,84.0,157.0,49.0,40.0,81.63,28.0,57.14,28.0,57.14
848,S,NAVA College Preparatory Academy,Los Angeles Unified,Los Angeles,116.0,113.0,27.0,23.89,7.0,6.19,6.0,5.31,153.0,79.0,21.0,26.58,7.0,8.86,6.0,7.59
849,S,Natomas Charter,Natomas Unified,Sacramento,124.0,75.0,73.0,97.33,44.0,58.67,43.0,57.33,117.0,77.0,69.0,89.61,42.0,54.55,42.0,54.55
850,S,Victor Valley High,Victor Valley Union High,San Bernardino,442.0,333.0,141.0,42.34,48.0,14.41,46.0,13.81,425.0,89.0,56.0,62.92,26.0,29.21,21.0,23.6
851,S,Andrew P. Hill High,East Side Union High,Santa Clara,455.0,333.0,190.0,57.06,121.0,36.34,108.0,32.43,450.0,140.0,111.0,79.29,80.0,57.14,78.0,55.71
852,S,Will C. Wood High,Vacaville Unified,Solano,433.0,86.0,71.0,82.56,53.0,61.63,50.0,58.14,329.0,122.0,89.0,72.95,66.0,54.1,58.0,47.54
853,S,Analy High,West Sonoma County Union High,Sonoma,260.0,84.0,78.0,92.86,58.0,69.05,58.0,69.05,262.0,93.0,86.0,92.47,64.0,68.82,64.0,68.82
854,S,Mt. Whitney High,Visalia Unified,Tulare,368.0,62.0,47.0,75.81,37.0,59.68,35.0,56.45,397.0,101.0,68.0,67.33,43.0,42.57,41.0,40.59
855,S,Public Safety Academy,Fairfield-Suisun Unified,Solano,60.0,20.0,17.0,85.0,14.0,70.0,12.0,60.0,79.0,32.0,23.0,71.88,18.0,56.25,16.0,50.0
856,S,Hearthstone School,Butte County Office of Education,Butte,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,S,Fresno High,Fresno Unified,Fresno,471.0,245.0,114.0,46.53,32.0,13.06,29.0,11.84,442.0,91.0,43.0,47.25,9.0,9.89,8.0,8.79
858,S,Desert Hot Springs High,Palm Springs Unified,Riverside,411.0,118.0,71.0,60.17,24.0,20.34,22.0,18.64,417.0,82.0,48.0,58.54,16.0,19.51,15.0,18.29
860,S,Dr. TJ Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,76.0,62.0,60.0,96.77,57.0,91.94,57.0,91.94,64.0,55.0,50.0,90.91,43.0,78.18,41.0,74.55
861,S,Prospect Education Center,Porterville Unified,Tulare,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,S,Laguna Hills High,Saddleback Valley Unified,Orange,387.0,113.0,109.0,96.46,93.0,82.3,93.0,82.3,374.0,118.0,107.0,90.68,72.0,61.02,71.0,60.17
863,S,San Luis Obispo High,San Luis Coastal Unified,San Luis Obispo,375.0,199.0,185.0,92.96,175.0,87.94,172.0,86.43,370.0,136.0,125.0,91.91,110.0,80.88,107.0,78.68
864,S,Petaluma High,Petaluma Joint Union High,Sonoma,306.0,117.0,110.0,94.02,91.0,77.78,91.0,77.78,319.0,129.0,115.0,89.15,87.0,67.44,85.0,65.89
866,S,Ceres High,Ceres Unified,Stanislaus,402.0,145.0,103.0,71.03,75.0,51.72,66.0,45.52,381.0,141.0,73.0,51.77,38.0,26.95,34.0,24.11
867,S,Mt. Eden High,Hayward Unified,Alameda,513.0,137.0,106.0,77.37,76.0,55.47,71.0,51.82,459.0,164.0,117.0,71.34,85.0,51.83,80.0,48.78
868,S,Northridge Academy High,Los Angeles Unified,Los Angeles,197.0,176.0,92.0,52.27,48.0,27.27,45.0,25.57,235.0,103.0,77.0,74.76,43.0,41.75,40.0,38.83
871,S,Thomas Downey High,Modesto City High,Stanislaus,496.0,84.0,71.0,84.52,42.0,50.0,40.0,47.62,479.0,142.0,97.0,68.31,52.0,36.62,47.0,33.1
872,S,Elk Grove High,Elk Grove Unified,Sacramento,438.0,153.0,134.0,87.58,106.0,69.28,103.0,67.32,475.0,139.0,115.0,82.73,90.0,64.75,85.0,61.15
874,S,Davis Senior High,Davis Joint Unified,Yolo,609.0,416.0,399.0,95.91,378.0,90.87,372.0,89.42,569.0,268.0,256.0,95.52,244.0,91.04,238.0,88.81
875,S,Scotts Valley High,Scotts Valley Unified,Santa Cruz,214.0,76.0,73.0,96.05,66.0,86.84,66.0,86.84,192.0,90.0,84.0,93.33,73.0,81.11,73.0,81.11
876,S,Riverbank High,Riverbank Unified,Stanislaus,183.0,78.0,45.0,57.69,25.0,32.05,21.0,26.92,144.0,40.0,23.0,57.5,13.0,32.5,11.0,27.5
877,S,Pioneer High,Woodland Joint Unified,Yolo,380.0,83.0,66.0,79.52,44.0,53.01,44.0,53.01,350.0,125.0,91.0,72.8,57.0,45.6,52.0,41.6
878,S,Woodland Senior High,Woodland Joint Unified,Yolo,324.0,66.0,49.0,74.24,29.0,43.94,27.0,40.91,343.0,98.0,62.0,63.27,40.0,40.82,37.0,37.76
879,S,Oakland School for the Arts,Oakland Unified,Alameda,120.0,49.0,47.0,95.92,43.0,87.76,42.0,85.71,103.0,48.0,41.0,85.42,30.0,62.5,29.0,60.42
880,S,San Pasqual Valley High,San Pasqual Valley Unified,Imperial,42.0,17.0,6.0,35.29,1.0,5.88,1.0,5.88,42.0,19.0,6.0,31.58,3.0,15.79,2.0,10.53
882,S,Wonderful College Prep Academy,Kern County Office of Education,Kern,127.0,113.0,48.0,42.48,24.0,21.24,23.0,20.35,128.0,101.0,37.0,36.63,22.0,21.78,19.0,18.81
883,S,Hawthorne High,Centinela Valley Union High,Los Angeles,462.0,175.0,90.0,51.43,34.0,19.43,29.0,16.57,498.0,199.0,88.0,44.22,25.0,12.56,23.0,11.56
884,S,Troy High,Fullerton Joint Union High,Orange,644.0,429.0,425.0,99.07,413.0,96.27,410.0,95.57,624.0,286.0,273.0,95.45,257.0,89.86,254.0,88.81
885,S,Olive Grove Charter - Lompoc,SBE - Olive Grove Charter - Lompoc,Santa Barbara,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,S,Northern Summit Academy,Whitmore Union Elementary,Shasta,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,S,Santa Maria High,Santa Maria Joint Union High,Santa Barbara,585.0,181.0,99.0,54.7,90.0,49.72,69.0,38.12,588.0,142.0,93.0,65.49,74.0,52.11,68.0,47.89
889,S,Alameda Science and Technology Institute,Alameda Unified,Alameda,50.0,45.0,43.0,95.56,44.0,97.78,43.0,95.56,43.0,32.0,30.0,93.75,29.0,90.63,28.0,87.5
890,S,Centennial High,Kern High,Kern,496.0,157.0,142.0,90.45,126.0,80.25,119.0,75.8,471.0,127.0,109.0,85.83,83.0,65.35,80.0,62.99
