,record_type,school_name,district_name,county_name,grade_12_enroll,grade_12_takers,grade_12_erw_bm_num,grade_12_erw_bm_pct,grade_12_maths_bm_num,grade_12_maths_bm_pct,grade_12_total_bm_num,grade_12_total_bm_pct
170,S,KIPP San Francisco College Preparatory,San Francisco Unified,San Francisco,53.0,23.0,14.0,60.87,8.0,34.78,7.0,30.43
172,S,Clovis West High,Clovis Unified,Fresno,486.0,173.0,154.0,89.02,124.0,71.68,121.0,69.94
173,S,Downey High,Downey Unified,Los Angeles,1050.0,396.0,285.0,71.97,196.0,49.49,184.0,46.46
174,S,Rancho Dominguez Preparatory,Los Angeles Unified,Los Angeles,129.0,40.0,16.0,40.0,9.0,22.5,7.0,17.5
175,S,Animo College Preparatory Academy,Los Angeles Unified,Los Angeles,128.0,52.0,15.0,28.85,8.0,15.38,7.0,13.46
176,S,Livingston High,Merced Union High,Merced,291.0,91.0,57.0,62.64,31.0,34.07,30.0,32.97
177,S,Hamilton High,Hemet Unified,Riverside,54.0,52.0,19.0,36.54,12.0,23.08,11.0,21.15
179,S,Charter School of San Diego,San Diego Unified,San Diego,499.0,23.0,18.0,78.26,10.0,43.48,10.0,43.48
180,S,Weston Ranch High,Manteca Unified,San Joaquin,285.0,104.0,71.0,68.27,36.0,34.62,35.0,33.65
181,S,Bret Harte Union High,Bret Harte Union High,Calaveras,152.0,46.0,42.0,91.3,29.0,63.04,29.0,63.04
182,S,Pierce High,Pierce Joint Unified,Colusa,103.0,21.0,11.0,52.38,3.0,14.29,3.0,14.29
183,S,North Monterey County High,North Monterey County Unified,Monterey,297.0,110.0,63.0,57.27,30.0,27.27,30.0,27.27
184,S,Literacy First Charter,San Diego County Office of Education,San Diego,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,S,Morro Bay High,San Luis Coastal Unified,San Luis Obispo,197.0,49.0,46.0,93.88,37.0,75.51,37.0,75.51
186,S,Intellectual Virtues Academy,Los Angeles County Office of Education,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,S,Minarets High,Chawanakee Unified,Madera,36.0,20.0,13.0,65.0,7.0,35.0,7.0,35.0
190,S,Sheldon High,Elk Grove Unified,Sacramento,614.0,217.0,170.0,78.34,115.0,53.0,111.0,51.15
191,S,Independence Charter Academy,Helendale Elementary,San Bernardino,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,S,Orange Glen High,Escondido Union High,San Diego,497.0,127.0,83.0,65.35,40.0,31.5,38.0,29.92
193,S,Steele Canyon High,Grossmont Union High,San Diego,511.0,219.0,188.0,85.84,152.0,69.41,142.0,64.84
196,S,Fountain Valley High,Huntington Beach Union High,Orange,805.0,335.0,307.0,91.64,283.0,84.48,270.0,80.6
197,S,Indio High,Desert Sands Unified,Riverside,517.0,174.0,82.0,47.13,23.0,13.22,23.0,13.22
198,S,Buchanan High,Clovis Unified,Fresno,667.0,299.0,268.0,89.63,193.0,64.55,189.0,63.21
199,S,California Virtual Academy @ Los Angeles,West Covina Unified,Los Angeles,329.0,22.0,17.0,77.27,7.0,31.82,7.0,31.82
202,S,Leigh High,Campbell Union High,Santa Clara,415.0,165.0,153.0,92.73,129.0,78.18,127.0,76.97
206,S,Winters High,Winters Joint Unified,Yolo,102.0,31.0,24.0,77.42,16.0,51.61,16.0,51.61
209,S,Durham High,Durham Unified,Butte,72.0,31.0,30.0,96.77,21.0,67.74,21.0,67.74
211,S,TEACH Tech Charter High,Los Angeles Unified,Los Angeles,70.0,46.0,10.0,21.74,7.0,15.22,6.0,13.04
212,S,Canyon Springs High,Moreno Valley Unified,Riverside,494.0,439.0,193.0,43.96,80.0,18.22,75.0,17.08
213,S,KIPP San Jose Collegiate,East Side Union High,Santa Clara,112.0,46.0,36.0,78.26,27.0,58.7,26.0,56.52
214,S,Luis Valdez Leadership Academy,East Side Union High,Santa Clara,102.0,34.0,8.0,23.53,3.0,8.82,3.0,8.82
215,S,San Jose Conservation Corps Charter,East Side Union High,Santa Clara,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,S,Evergreen Valley High,East Side Union High,Santa Clara,712.0,344.0,316.0,91.86,295.0,85.76,287.0,83.43
217,S,Redwood High,Visalia Unified,Tulare,494.0,142.0,116.0,81.69,79.0,55.63,77.0,54.23
219,S,Collegiate Charter High of Los Angeles,Los Angeles Unified,Los Angeles,34.0,34.0,21.0,61.76,15.0,44.12,14.0,41.18
220,S,Valley High,Santa Ana Unified,Orange,466.0,407.0,103.0,25.31,49.0,12.04,39.0,9.58
222,S,Vista Nueva Career and Technology High,Twin Rivers Unified,Sacramento,107.0,45.0,3.0,6.67,4.0,8.89,1.0,2.22
223,S,Torrey Pines High,San Dieguito Union High,San Diego,627.0,175.0,167.0,95.43,155.0,88.57,151.0,86.29
